42.365575,-71.059846
42.367374,-71.055093
42.366169,-71.050957
42.367151,-71.05055
42.364874,-71.057532
42.364762,-71.068748
42.362756,-71.066741
42.363834,-71.064606
42.365874,-71.063555
42.365831,-71.065658
42.358015,-71.067547
42.358296,-71.069387
42.359763,-71.068878
42.359929,-71.064565
42.355862,-71.072676
42.34907,-71.061297
42.349981,-71.069446
42.357943,-71.050289
42.35212,-71.084282
42.345365,-71.080479
42.346308,-71.076498
42.334305,-71.078024
42.337827,-71.068844
42.340176,-71.067626
42.344894,-71.074064
42.33393,-71.029584
42.33715,-71.036429
42.341234,-71.049805
42.346753,-71.050696
42.352321,-71.048708
42.292385,-71.04947
42.289079,-71.06143
42.296996,-71.074211
42.323901,-71.05922
42.320379,-71.06659
42.314153,-71.087541
42.322991,-71.084816
42.326213,-71.073123
42.329656,-71.093894
42.320922,-71.099366
42.324212,-71.113242
42.331002,-71.112427
42.324236,-71.106955
42.304906,-71.110007
42.303448,-71.131065
42.31009,-71.128897
42.278374,-71.08116
42.274714,-71.102072
42.292121,-71.094208
42.288447,-71.082154
42.281066,-71.087905
42.278848,-71.134715
42.284967,-71.140392
42.290382,-71.139607
42.297301,-71.113546
42.285442,-71.108717
42.275617,-71.163523
42.264959,-71.164939
42.292742,-71.168517
42.294414,-71.143508
42.238242,-71.1302
42.242741,-71.133671
42.260351,-71.129701
42.271423,-71.119342
42.268207,-71.10847
42.38162,-71.061717
42.375747,-71.058025
42.377392,-71.051149
42.353696,-71.131247
42.362155,-71.134782
42.360023,-71.125067
42.348448,-71.133505
42.384464,-71.014948
42.387832,-71.01174
42.381817,-71.03235
42.37084,-71.037465
42.31478,-71.1138
42.313011,-71.119167
42.31282,-71.12766
42.30257,-71.13068
42.3271,-71.15652
42.3291,-71.15386
42.32933,-71.15764
42.33343,-71.16746
42.33352,-71.16099
42.336164,-71.171812
42.3383,-71.17188
42.34068,-71.16977
42.347084,-71.167961
42.34616,-71.16268
42.348805,-71.162318
42.35224,-71.155724
42.35436,-71.158
42.35671,-71.16433
42.316252,-71.06364
42.31911,-71.06107
42.314301,-71.057128
42.310655,-71.052552
42.309446,-71.046004
42.303637,-71.057709
42.298395,-71.065961
42.29927,-71.07644
42.287875,-71.112731
42.290376,-71.113741
42.2939,-71.11574
42.298235,-71.113083
42.29949,-71.11202
42.256182,-71.095987
42.256801,-71.089432
42.25726,-71.08057
42.302027,-71.066736
42.305558,-71.064689
42.310655,-71.052552
42.348805,-71.162318
42.360023,-71.125067
42.292121,-71.094208
42.337827,-71.068844
42.292742,-71.168517
42.365831,-71.065658
42.242741,-71.133671
42.363834,-71.064606
42.310803,-71.054194
42.31327,-71.053797
42.31154,-71.04614
42.31982,-71.05427
42.3217,-71.05888
42.381729,-71.06417
42.38526,-71.01937
42.3909,-71.01155
42.3907,-70.99991
42.389045,-70.995981
42.381342,-70.989705
42.38457,-70.97788
42.382515,-70.972732
42.390155,-70.972335
42.31478,-71.1138
42.3383,-71.17188
42.35212,-71.084282
42.346753,-71.050696
42.310655,-71.052552
42.359929,-71.064565
42.396929,-70.984416
42.34539,-71.0768
42.34632,-71.07153
42.34454,-71.06871
42.34204,-71.07156
42.33766,-71.06977
42.33627,-71.07511
42.33515,-71.08256
42.33352,-71.08585
42.321805,-71.07889
42.32334,-71.08398
42.32966,-71.10029
